cumulative_distance,route,average_ttime,scenario_name,year,year_scenario,vehicle_type,hour
830.6,St Lukes Rd WB,3.1715838697858434,obs_85th,2025,2025 obs_85th,All Vehicles,PM3
837.33,St Lukes Rd WB,3.1860052983572724,obs_85th,2025,2025 obs_85th,All Vehicles,PM3
847.41,St Lukes Rd WB,3.2076052983572723,obs_85th,2025,2025 obs_85th,All Vehicles,PM3
935.22,St Lukes Rd WB,3.4271302983572722,obs_85th,2025,2025 obs_85th,All Vehicles,PM3
1021.38,St Lukes Rd WB,3.651895515748577,obs_85th,2025,2025 obs_85th,All Vehicles,PM3
0,St Lukes Rd WB,0.0,obs_85th,2025,2025 obs_85th,All Vehicles,AM2
20.38,St Lukes Rd WB,0.04076,obs_85th,2025,2025 obs_85th,All Vehicles,AM2
67.63,St Lukes Rd WB,0.12666909090909093,obs_85th,2025,2025 obs_85th,All Vehicles,AM2
110.17,St Lukes Rd WB,0.1995948051948052,obs_85th,2025,2025 obs_85th,All Vehicles,AM2
183.71,St Lukes Rd WB,0.35718051948051954,obs_85th,2025,2025 obs_85th,All Vehicles,AM2
208.22,St Lukes Rd WB,0.4078908643081057,obs_85th,2025,2025 obs_85th,All Vehicles,AM2
239.91,St Lukes Rd WB,0.47345638154948505,obs_85th,2025,2025 obs_85th,All Vehicles,AM2
301.82,St Lukes Rd WB,0.5827093227259557,obs_85th,2025,2025 obs_85th,All Vehicles,AM2
401.02,St Lukes Rd WB,0.763072959089592,obs_85th,2025,2025 obs_85th,All Vehicles,AM2
467.1,St Lukes Rd WB,0.8909697332831404,obs_85th,2025,2025 obs_85th,All Vehicles,AM2
478.01,St Lukes Rd WB,0.9143483047117118,obs_85th,2025,2025 obs_85th,All Vehicles,AM2
501.15,St Lukes Rd WB,0.9747135221030161,obs_85th,2025,2025 obs_85th,All Vehicles,AM2
517.97,St Lukes Rd WB,1.0756335221030162,obs_85th,2025,2025 obs_85th,All Vehicles,AM2
556.78,St Lukes Rd WB,2.2399335221030148,obs_85th,2025,2025 obs_85th,All Vehicles,AM2
583.82,St Lukes Rd WB,2.3000224109919034,obs_85th,2025,2025 obs_85th,All Vehicles,AM2
637.43,St Lukes Rd WB,2.400541160991904,obs_85th,2025,2025 obs_85th,All Vehicles,AM2
667.2,St Lukes Rd WB,2.4515754467061894,obs_85th,2025,2025 obs_85th,All Vehicles,AM2
697.86,St Lukes Rd WB,2.5056813290591307,obs_85th,2025,2025 obs_85th,All Vehicles,AM2
713.85,St Lukes Rd WB,2.5338989761179542,obs_85th,2025,2025 obs_85th,All Vehicles,AM2
821.82,St Lukes Rd WB,2.724434270235601,obs_85th,2025,2025 obs_85th,All Vehicles,AM2
826.85,St Lukes Rd WB,2.733579724781056,obs_85th,2025,2025 obs_85th,All Vehicles,AM2
830.6,St Lukes Rd WB,2.740397906599237,obs_85th,2025,2025 obs_85th,All Vehicles,AM2
837.33,St Lukes Rd WB,2.752274377187473,obs_85th,2025,2025 obs_85th,All Vehicles,AM2
847.41,St Lukes Rd WB,2.7706016499147457,obs_85th,2025,2025 obs_85th,All Vehicles,AM2
935.22,St Lukes Rd WB,2.9462216499147456,obs_85th,2025,2025 obs_85th,All Vehicles,AM2
1021.38,St Lukes Rd WB,3.1450524191455145,obs_85th,2025,2025 obs_85th,All Vehicles,AM2
0,St Lukes Rd WB,0.0,obs_85th,2025,2025 obs_85th,All Vehicles,AM3
20.38,St Lukes Rd WB,0.053165217391304344,obs_85th,2025,2025 obs_85th,All Vehicles,AM3
67.63,St Lukes Rd WB,0.1622036789297659,obs_85th,2025,2025 obs_85th,All Vehicles,AM3
110.17,St Lukes Rd WB,0.2642996789297659,obs_85th,2025,2025 obs_85th,All Vehicles,AM3
183.71,St Lukes Rd WB,0.5238526201062366,obs_85th,2025,2025 obs_85th,All Vehicles,AM3
208.22,St Lukes Rd WB,0.5973826201062364,obs_85th,2025,2025 obs_85th,All Vehicles,AM3
239.91,St Lukes Rd WB,0.6734386201062365,obs_85th,2025,2025 obs_85th,All Vehicles,AM3
301.82,St Lukes Rd WB,0.8015282752786503,obs_85th,2025,2025 obs_85th,All Vehicles,AM3
401.02,St Lukes Rd WB,0.976587098808062,obs_85th,2025,2025 obs_85th,All Vehicles,AM3
467.1,St Lukes Rd WB,1.1290794065003698,obs_85th,2025,2025 obs_85th,All Vehicles,AM3
478.01,St Lukes Rd WB,1.16180940650037,obs_85th,2025,2025 obs_85th,All Vehicles,AM3
501.15,St Lukes Rd WB,1.2609808350717981,obs_85th,2025,2025 obs_85th,All Vehicles,AM3
517.97,St Lukes Rd WB,1.513280835071799,obs_85th,2025,2025 obs_85th,All Vehicles,AM3
556.78,St Lukes Rd WB,2.677580835071798,obs_85th,2025,2025 obs_85th,All Vehicles,AM3
583.82,St Lukes Rd WB,2.7548379779289407,obs_85th,2025,2025 obs_85th,All Vehicles,AM3
637.43,St Lukes Rd WB,2.9335379779289403,obs_85th,2025,2025 obs_85th,All Vehicles,AM3
667.2,St Lukes Rd WB,3.0959197961107585,obs_85th,2025,2025 obs_85th,All Vehicles,AM3
697.86,St Lukes Rd WB,3.3258697961107586,obs_85th,2025,2025 obs_85th,All Vehicles,AM3
713.85,St Lukes Rd WB,3.4218097961107583,obs_85th,2025,2025 obs_85th,All Vehicles,AM3
821.82,St Lukes Rd WB,4.1416097961107585,obs_85th,2025,2025 obs_85th,All Vehicles,AM3
826.85,St Lukes Rd WB,4.169046159747122,obs_85th,2025,2025 obs_85th,All Vehicles,AM3
830.6,St Lukes Rd WB,4.185117588318551,obs_85th,2025,2025 obs_85th,All Vehicles,AM3
837.33,St Lukes Rd WB,4.213960445461408,obs_85th,2025,2025 obs_85th,All Vehicles,AM3
847.41,St Lukes Rd WB,4.260483522384485,obs_85th,2025,2025 obs_85th,All Vehicles,AM3
935.22,St Lukes Rd WB,4.7394471587481215,obs_85th,2025,2025 obs_85th,All Vehicles,AM3
1021.38,St Lukes Rd WB,5.31384715874812,obs_85th,2025,2025 obs_85th,All Vehicles,AM3
0.0,Blockhouse Bay Rd NB,0.0,obs_avg,2025,2025 obs_avg,All Vehicles,PM2
26.69,Blockhouse Bay Rd NB,0.059666666666666666,obs_avg,2025,2025 obs_avg,All Vehicles,PM2
41.35,Blockhouse Bay Rd NB,0.0885,obs_avg,2025,2025 obs_avg,All Vehicles,PM2
63.74,Blockhouse Bay Rd NB,0.13366666666666666,obs_avg,2025,2025 obs_avg,All Vehicles,PM2
112.38,Blockhouse Bay Rd NB,0.22133333333333333,obs_avg,2025,2025 obs_avg,All Vehicles,PM2
144.26,Blockhouse Bay Rd NB,0.27666666666666667,obs_avg,2025,2025 obs_avg,All Vehicles,PM2
163.12,Blockhouse Bay Rd NB,0.3091666666666667,obs_avg,2025,2025 obs_avg,All Vehicles,PM2
228.65,Blockhouse Bay Rd NB,0.433,obs_avg,2025,2025 obs_avg,All Vehicles,PM2
268.73,Blockhouse Bay Rd NB,0.5243333333333333,obs_avg,2025,2025 obs_avg,All Vehicles,PM2
323.86,Blockhouse Bay Rd NB,0.6898333333333333,obs_avg,2025,2025 obs_avg,All Vehicles,PM2
344.24,Blockhouse Bay Rd NB,0.7801666666666667,obs_avg,2025,2025 obs_avg,All Vehicles,PM2
358.13,Blockhouse Bay Rd NB,0.8496666666666666,obs_avg,2025,2025 obs_avg,All Vehicles,PM2
403.48,Blockhouse Bay Rd NB,1.2411666666666668,obs_avg,2025,2025 obs_avg,All Vehicles,PM2
429.01,Blockhouse Bay Rd NB,1.5991666666666666,obs_avg,2025,2025 obs_avg,All Vehicles,PM2
436.91,Blockhouse Bay Rd NB,1.7101666666666666,obs_avg,2025,2025 obs_avg,All Vehicles,PM2
469.85,Blockhouse Bay Rd NB,1.8901666666666666,obs_avg,2025,2025 obs_avg,All Vehicles,PM2
507.39,Blockhouse Bay Rd NB,1.988,obs_avg,2025,2025 obs_avg,All Vehicles,PM2
529.19,Blockhouse Bay Rd NB,2.0326666666666666,obs_avg,2025,2025 obs_avg,All Vehicles,PM2
549.57,Blockhouse Bay Rd NB,2.0725,obs_avg,2025,2025 obs_avg,All Vehicles,PM2
593.78,Blockhouse Bay Rd NB,2.1635,obs_avg,2025,2025 obs_avg,All Vehicles,PM2
642.77,Blockhouse Bay Rd NB,2.2746666666666666,obs_avg,2025,2025 obs_avg,All Vehicles,PM2
668.9,Blockhouse Bay Rd NB,2.3433333333333333,obs_avg,2025,2025 obs_avg,All Vehicles,PM2
678.78,Blockhouse Bay Rd NB,2.3735,obs_avg,2025,2025 obs_avg,All Vehicles,PM2
684.57,Blockhouse Bay Rd NB,2.393666666666667,obs_avg,2025,2025 obs_avg,All Vehicles,PM2
692.85,Blockhouse Bay Rd NB,2.428833333333333,obs_avg,2025,2025 obs_avg,All Vehicles,PM2
698.53,Blockhouse Bay Rd NB,2.4605,obs_avg,2025,2025 obs_avg,All Vehicles,PM2
713.64,Blockhouse Bay Rd NB,2.534666666666667,obs_avg,2025,2025 obs_avg,All Vehicles,PM2
718.49,Blockhouse Bay Rd NB,2.5623333333333336,obs_avg,2025,2025 obs_avg,All Vehicles,PM2
729.05,Blockhouse Bay Rd NB,2.6535,obs_avg,2025,2025 obs_avg,All Vehicles,PM2
0.0,Blockhouse Bay Rd NB,0.0,obs_avg,2025,2025 obs_avg,All Vehicles,PM3
26.69,Blockhouse Bay Rd NB,0.05883333333333333,obs_avg,2025,2025 obs_avg,All Vehicles,PM3
41.35,Blockhouse Bay Rd NB,0.08666666666666667,obs_avg,2025,2025 obs_avg,All Vehicles,PM3
63.74,Blockhouse Bay Rd NB,0.12766666666666668,obs_avg,2025,2025 obs_avg,All Vehicles,PM3
112.38,Blockhouse Bay Rd NB,0.21466666666666667,obs_avg,2025,2025 obs_avg,All Vehicles,PM3
144.26,Blockhouse Bay Rd NB,0.2735,obs_avg,2025,2025 obs_avg,All Vehicles,PM3
163.12,Blockhouse Bay Rd NB,0.3075,obs_avg,2025,2025 obs_avg,All Vehicles,PM3
228.65,Blockhouse Bay Rd NB,0.4326666666666667,obs_avg,2025,2025 obs_avg,All Vehicles,PM3
268.73,Blockhouse Bay Rd NB,0.557,obs_avg,2025,2025 obs_avg,All Vehicles,PM3
323.86,Blockhouse Bay Rd NB,0.7875,obs_avg,2025,2025 obs_avg,All Vehicles,PM3
344.24,Blockhouse Bay Rd NB,0.8946666666666666,obs_avg,2025,2025 obs_avg,All Vehicles,PM3
358.13,Blockhouse Bay Rd NB,0.9883333333333333,obs_avg,2025,2025 obs_avg,All Vehicles,PM3
403.48,Blockhouse Bay Rd NB,1.3718333333333335,obs_avg,2025,2025 obs_avg,All Vehicles,PM3
429.01,Blockhouse Bay Rd NB,1.7836666666666665,obs_avg,2025,2025 obs_avg,All Vehicles,PM3
436.91,Blockhouse Bay Rd NB,1.9438333333333333,obs_avg,2025,2025 obs_avg,All Vehicles,PM3
469.85,Blockhouse Bay Rd NB,2.0848333333333335,obs_avg,2025,2025 obs_avg,All Vehicles,PM3
507.39,Blockhouse Bay Rd NB,2.1786666666666665,obs_avg,2025,2025 obs_avg,All Vehicles,PM3
529.19,Blockhouse Bay Rd NB,2.2263333333333337,obs_avg,2025,2025 obs_avg,All Vehicles,PM3
549.57,Blockhouse Bay Rd NB,2.2676666666666665,obs_avg,2025,2025 obs_avg,All Vehicles,PM3
593.78,Blockhouse Bay Rd NB,2.3545000000000003,obs_avg,2025,2025 obs_avg,All Vehicles,PM3
642.77,Blockhouse Bay Rd NB,2.4763333333333337,obs_avg,2025,2025 obs_avg,All Vehicles,PM3
668.9,Blockhouse Bay Rd NB,2.562,obs_avg,2025,2025 obs_avg,All Vehicles,PM3
678.78,Blockhouse Bay Rd NB,2.5966666666666667,obs_avg,2025,2025 obs_avg,All Vehicles,PM3
684.57,Blockhouse Bay Rd NB,2.622666666666667,obs_avg,2025,2025 obs_avg,All Vehicles,PM3
692.85,Blockhouse Bay Rd NB,2.655666666666667,obs_avg,2025,2025 obs_avg,All Vehicles,PM3
698.53,Blockhouse Bay Rd NB,2.6765,obs_avg,2025,2025 obs_avg,All Vehicles,PM3
713.64,Blockhouse Bay Rd NB,2.7618333333333336,obs_avg,2025,2025 obs_avg,All Vehicles,PM3
718.49,Blockhouse Bay Rd NB,2.789,obs_avg,2025,2025 obs_avg,All Vehicles,PM3
729.05,Blockhouse Bay Rd NB,2.8996666666666666,obs_avg,2025,2025 obs_avg,All Vehicles,PM3
0.0,Blockhouse Bay Rd NB,0.0,obs_avg,2025,2025 obs_avg,All Vehicles,AM2
26.69,Blockhouse Bay Rd NB,0.06816666666666667,obs_avg,2025,2025 obs_avg,All Vehicles,AM2
41.35,Blockhouse Bay Rd NB,0.1215,obs_avg,2025,2025 obs_avg,All Vehicles,AM2
63.74,Blockhouse Bay Rd NB,0.19366666666666665,obs_avg,2025,2025 obs_avg,All Vehicles,AM2
112.38,Blockhouse Bay Rd NB,0.32616666666666666,obs_avg,2025,2025 obs_avg,All Vehicles,AM2
144.26,Blockhouse Bay Rd NB,0.42783333333333334,obs_avg,2025,2025 obs_avg,All Vehicles,AM2
163.12,Blockhouse Bay Rd NB,0.4886666666666667,obs_avg,2025,2025 obs_avg,All Vehicles,AM2
228.65,Blockhouse Bay Rd NB,0.7188333333333333,obs_avg,2025,2025 obs_avg,All Vehicles,AM2
268.73,Blockhouse Bay Rd NB,0.9188333333333334,obs_avg,2025,2025 obs_avg,All Vehicles,AM2
323.86,Blockhouse Bay Rd NB,1.1896666666666667,obs_avg,2025,2025 obs_avg,All Vehicles,AM2
344.24,Blockhouse Bay Rd NB,1.3488333333333336,obs_avg,2025,2025 obs_avg,All Vehicles,AM2
358.13,Blockhouse Bay Rd NB,1.4388333333333334,obs_avg,2025,2025 obs_avg,All Vehicles,AM2
403.48,Blockhouse Bay Rd NB,1.8948333333333334,obs_avg,2025,2025 obs_avg,All Vehicles,AM2
429.01,Blockhouse Bay Rd NB,2.275,obs_avg,2025,2025 obs_avg,All Vehicles,AM2
436.91,Blockhouse Bay Rd NB,2.3928333333333334,obs_avg,2025,2025 obs_avg,All Vehicles,AM2
469.85,Blockhouse Bay Rd NB,2.5260000000000002,obs_avg,2025,2025 obs_avg,All Vehicles,AM2
507.39,Blockhouse Bay Rd NB,2.5993333333333335,obs_avg,2025,2025 obs_avg,All Vehicles,AM2
529.19,Blockhouse Bay Rd NB,2.6383333333333336,obs_avg,2025,2025 obs_avg,All Vehicles,AM2
549.57,Blockhouse Bay Rd NB,2.6738333333333335,obs_avg,2025,2025 obs_avg,All Vehicles,AM2
593.78,Blockhouse Bay Rd NB,2.7605,obs_avg,2025,2025 obs_avg,All Vehicles,AM2
642.77,Blockhouse Bay Rd NB,2.8453333333333335,obs_avg,2025,2025 obs_avg,All Vehicles,AM2
668.9,Blockhouse Bay Rd NB,2.903,obs_avg,2025,2025 obs_avg,All Vehicles,AM2
678.78,Blockhouse Bay Rd NB,2.9291666666666667,obs_avg,2025,2025 obs_avg,All Vehicles,AM2
684.57,Blockhouse Bay Rd NB,2.9444999999999997,obs_avg,2025,2025 obs_avg,All Vehicles,AM2
692.85,Blockhouse Bay Rd NB,2.9735,obs_avg,2025,2025 obs_avg,All Vehicles,AM2
698.53,Blockhouse Bay Rd NB,3.0011666666666668,obs_avg,2025,2025 obs_avg,All Vehicles,AM2
713.64,Blockhouse Bay Rd NB,3.0761666666666665,obs_avg,2025,2025 obs_avg,All Vehicles,AM2
718.49,Blockhouse Bay Rd NB,3.1013333333333337,obs_avg,2025,2025 obs_avg,All Vehicles,AM2
729.05,Blockhouse Bay Rd NB,3.184833333333333,obs_avg,2025,2025 obs_avg,All Vehicles,AM2
0.0,Blockhouse Bay Rd NB,0.0,obs_avg,2025,2025 obs_avg,All Vehicles,AM3
26.69,Blockhouse Bay Rd NB,0.1105,obs_avg,2025,2025 obs_avg,All Vehicles,AM3
41.35,Blockhouse Bay Rd NB,0.183,obs_avg,2025,2025 obs_avg,All Vehicles,AM3
63.74,Blockhouse Bay Rd NB,0.3125,obs_avg,2025,2025 obs_avg,All Vehicles,AM3
112.38,Blockhouse Bay Rd NB,0.593,obs_avg,2025,2025 obs_avg,All Vehicles,AM3
144.26,Blockhouse Bay Rd NB,0.7935,obs_avg,2025,2025 obs_avg,All Vehicles,AM3
163.12,Blockhouse Bay Rd NB,0.9053333333333333,obs_avg,2025,2025 obs_avg,All Vehicles,AM3
228.65,Blockhouse Bay Rd NB,1.3565,obs_avg,2025,2025 obs_avg,All Vehicles,AM3
268.73,Blockhouse Bay Rd NB,1.7745,obs_avg,2025,2025 obs_avg,All Vehicles,AM3
323.86,Blockhouse Bay Rd NB,2.4203333333333332,obs_avg,2025,2025 obs_avg,All Vehicles,AM3
344.24,Blockhouse Bay Rd NB,2.6486666666666663,obs_avg,2025,2025 obs_avg,All Vehicles,AM3
358.13,Blockhouse Bay Rd NB,2.868666666666667,obs_avg,2025,2025 obs_avg,All Vehicles,AM3
403.48,Blockhouse Bay Rd NB,3.4705,obs_avg,2025,2025 obs_avg,All Vehicles,AM3
429.01,Blockhouse Bay Rd NB,3.890833333333333,obs_avg,2025,2025 obs_avg,All Vehicles,AM3
436.91,Blockhouse Bay Rd NB,4.0445,obs_avg,2025,2025 obs_avg,All Vehicles,AM3
469.85,Blockhouse Bay Rd NB,4.201833333333334,obs_avg,2025,2025 obs_avg,All Vehicles,AM3
507.39,Blockhouse Bay Rd NB,4.305000000000001,obs_avg,2025,2025 obs_avg,All Vehicles,AM3
529.19,Blockhouse Bay Rd NB,4.359333333333334,obs_avg,2025,2025 obs_avg,All Vehicles,AM3
549.57,Blockhouse Bay Rd NB,4.405333333333333,obs_avg,2025,2025 obs_avg,All Vehicles,AM3
593.78,Blockhouse Bay Rd NB,4.5120000000000005,obs_avg,2025,2025 obs_avg,All Vehicles,AM3
642.77,Blockhouse Bay Rd NB,4.6215,obs_avg,2025,2025 obs_avg,All Vehicles,AM3
668.9,Blockhouse Bay Rd NB,4.705,obs_avg,2025,2025 obs_avg,All Vehicles,AM3
678.78,Blockhouse Bay Rd NB,4.738833333333333,obs_avg,2025,2025 obs_avg,All Vehicles,AM3
684.57,Blockhouse Bay Rd NB,4.763166666666667,obs_avg,2025,2025 obs_avg,All Vehicles,AM3
692.85,Blockhouse Bay Rd NB,4.794666666666667,obs_avg,2025,2025 obs_avg,All Vehicles,AM3
698.53,Blockhouse Bay Rd NB,4.823166666666666,obs_avg,2025,2025 obs_avg,All Vehicles,AM3
713.64,Blockhouse Bay Rd NB,4.898833333333333,obs_avg,2025,2025 obs_avg,All Vehicles,AM3
718.49,Blockhouse Bay Rd NB,4.932833333333334,obs_avg,2025,2025 obs_avg,All Vehicles,AM3
729.05,Blockhouse Bay Rd NB,4.9976666666666665,obs_avg,2025,2025 obs_avg,All Vehicles,AM3
0.0,Morningside NB,0.0,obs_avg,2025,2025 obs_avg,All Vehicles,PM2
61.89,Morningside NB,0.10133333333333333,obs_avg,2025,2025 obs_avg,All Vehicles,PM2
109.64,Morningside NB,0.20199999999999999,obs_avg,2025,2025 obs_avg,All Vehicles,PM2
168.35,Morningside NB,0.3115,obs_avg,2025,2025 obs_avg,All Vehicles,PM2
186.08,Morningside NB,0.34349999999999997,obs_avg,2025,2025 obs_avg,All Vehicles,PM2
204.13,Morningside NB,0.3798333333333333,obs_avg,2025,2025 obs_avg,All Vehicles,PM2
224.56,Morningside NB,0.42,obs_avg,2025,2025 obs_avg,All Vehicles,PM2
238.55,Morningside NB,0.445,obs_avg,2025,2025 obs_avg,All Vehicles,PM2
254.44,Morningside NB,0.4726666666666667,obs_avg,2025,2025 obs_avg,All Vehicles,PM2
276.54,Morningside NB,0.529,obs_avg,2025,2025 obs_avg,All Vehicles,PM2
284.16,Morningside NB,0.5423333333333333,obs_avg,2025,2025 obs_avg,All Vehicles,PM2
345.92,Morningside NB,0.6635000000000001,obs_avg,2025,2025 obs_avg,All Vehicles,PM2
408.23,Morningside NB,0.7813333333333333,obs_avg,2025,2025 obs_avg,All Vehicles,PM2
436.97,Morningside NB,0.8551666666666667,obs_avg,2025,2025 obs_avg,All Vehicles,PM2
493.04,Morningside NB,1.0418333333333334,obs_avg,2025,2025 obs_avg,All Vehicles,PM2
504.62,Morningside NB,1.1321666666666668,obs_avg,2025,2025 obs_avg,All Vehicles,PM2
516.19,Morningside NB,1.2635,obs_avg,2025,2025 obs_avg,All Vehicles,PM2
539.32,Morningside NB,1.4198333333333333,obs_avg,2025,2025 obs_avg,All Vehicles,PM2
559.83,Morningside NB,1.5006666666666668,obs_avg,2025,2025 obs_avg,All Vehicles,PM2
564.47,Morningside NB,1.5166666666666666,obs_avg,2025,2025 obs_avg,All Vehicles,PM2
569.11,Morningside NB,1.5348333333333335,obs_avg,2025,2025 obs_avg,All Vehicles,PM2
575.18,Morningside NB,1.5605,obs_avg,2025,2025 obs_avg,All Vehicles,PM2
601.02,Morningside NB,1.8245,obs_avg,2025,2025 obs_avg,All Vehicles,PM2
610.49,Morningside NB,2.0051666666666668,obs_avg,2025,2025 obs_avg,All Vehicles,PM2
649.22,Morningside NB,2.445666666666667,obs_avg,2025,2025 obs_avg,All Vehicles,PM2
0.0,Morningside NB,0.0,obs_avg,2025,2025 obs_avg,All Vehicles,PM3
61.89,Morningside NB,0.0955,obs_avg,2025,2025 obs_avg,All Vehicles,PM3
109.64,Morningside NB,0.17149999999999999,obs_avg,2025,2025 obs_avg,All Vehicles,PM3
168.35,Morningside NB,0.2821666666666667,obs_avg,2025,2025 obs_avg,All Vehicles,PM3
186.08,Morningside NB,0.314,obs_avg,2025,2025 obs_avg,All Vehicles,PM3
204.13,Morningside NB,0.34900000000000003,obs_avg,2025,2025 obs_avg,All Vehicles,PM3
224.56,Morningside NB,0.38566666666666666,obs_avg,2025,2025 obs_avg,All Vehicles,PM3
238.55,Morningside NB,0.41000000000000003,obs_avg,2025,2025 obs_avg,All Vehicles,PM3
254.44,Morningside NB,0.438,obs_avg,2025,2025 obs_avg,All Vehicles,PM3
276.54,Morningside NB,0.4858333333333333,obs_avg,2025,2025 obs_avg,All Vehicles,PM3
284.16,Morningside NB,0.5043333333333334,obs_avg,2025,2025 obs_avg,All Vehicles,PM3
345.92,Morningside NB,0.635,obs_avg,2025,2025 obs_avg,All Vehicles,PM3
408.23,Morningside NB,0.764,obs_avg,2025,2025 obs_avg,All Vehicles,PM3
436.97,Morningside NB,0.8313333333333334,obs_avg,2025,2025 obs_avg,All Vehicles,PM3
493.04,Morningside NB,1.0975,obs_avg,2025,2025 obs_avg,All Vehicles,PM3
504.62,Morningside NB,1.1635,obs_avg,2025,2025 obs_avg,All Vehicles,PM3
516.19,Morningside NB,1.273,obs_avg,2025,2025 obs_avg,All Vehicles,PM3
539.32,Morningside NB,1.4441666666666668,obs_avg,2025,2025 obs_avg,All Vehicles,PM3
559.83,Morningside NB,1.5368333333333333,obs_avg,2025,2025 obs_avg,All Vehicles,PM3
564.47,Morningside NB,1.5526666666666666,obs_avg,2025,2025 obs_avg,All Vehicles,PM3
569.11,Morningside NB,1.5693333333333332,obs_avg,2025,2025 obs_avg,All Vehicles,PM3
575.18,Morningside NB,1.5981666666666667,obs_avg,2025,2025 obs_avg,All Vehicles,PM3
601.02,Morningside NB,1.8883333333333332,obs_avg,2025,2025 obs_avg,All Vehicles,PM3
610.49,Morningside NB,2.0976666666666666,obs_avg,2025,2025 obs_avg,All Vehicles,PM3
649.22,Morningside NB,2.6643333333333334,obs_avg,2025,2025 obs_avg,All Vehicles,PM3
0.0,Morningside NB,0.0,obs_avg,2025,2025 obs_avg,All Vehicles,AM2
61.89,Morningside NB,0.09283333333333334,obs_avg,2025,2025 obs_avg,All Vehicles,AM2
109.64,Morningside NB,0.16316666666666665,obs_avg,2025,2025 obs_avg,All Vehicles,AM2
168.35,Morningside NB,0.30333333333333334,obs_avg,2025,2025 obs_avg,All Vehicles,AM2
186.08,Morningside NB,0.3365,obs_avg,2025,2025 obs_avg,All Vehicles,AM2
204.13,Morningside NB,0.36816666666666664,obs_avg,2025,2025 obs_avg,All Vehicles,AM2
224.56,Morningside NB,0.41000000000000003,obs_avg,2025,2025 obs_avg,All Vehicles,AM2
238.55,Morningside NB,0.43333333333333335,obs_avg,2025,2025 obs_avg,All Vehicles,AM2
254.44,Morningside NB,0.45899999999999996,obs_avg,2025,2025 obs_avg,All Vehicles,AM2
276.54,Morningside NB,0.5235,obs_avg,2025,2025 obs_avg,All Vehicles,AM2
284.16,Morningside NB,0.568,obs_avg,2025,2025 obs_avg,All Vehicles,AM2
345.92,Morningside NB,0.6638333333333333,obs_avg,2025,2025 obs_avg,All Vehicles,AM2
408.23,Morningside NB,0.7771666666666667,obs_avg,2025,2025 obs_avg,All Vehicles,AM2
436.97,Morningside NB,0.847,obs_avg,2025,2025 obs_avg,All Vehicles,AM2
493.04,Morningside NB,0.9761666666666666,obs_avg,2025,2025 obs_avg,All Vehicles,AM2
504.62,Morningside NB,1.0228333333333333,obs_avg,2025,2025 obs_avg,All Vehicles,AM2
516.19,Morningside NB,1.0723333333333334,obs_avg,2025,2025 obs_avg,All Vehicles,AM2
539.32,Morningside NB,1.1836666666666666,obs_avg,2025,2025 obs_avg,All Vehicles,AM2
559.83,Morningside NB,1.2375,obs_avg,2025,2025 obs_avg,All Vehicles,AM2
564.47,Morningside NB,1.2498333333333334,obs_avg,2025,2025 obs_avg,All Vehicles,AM2
569.11,Morningside NB,1.2621666666666667,obs_avg,2025,2025 obs_avg,All Vehicles,AM2
575.18,Morningside NB,1.2791666666666666,obs_avg,2025,2025 obs_avg,All Vehicles,AM2
601.02,Morningside NB,1.3883333333333332,obs_avg,2025,2025 obs_avg,All Vehicles,AM2
610.49,Morningside NB,1.4301666666666668,obs_avg,2025,2025 obs_avg,All Vehicles,AM2
649.22,Morningside NB,1.7128333333333332,obs_avg,2025,2025 obs_avg,All Vehicles,AM2
0.0,Morningside NB,0.0,obs_avg,2025,2025 obs_avg,All Vehicles,AM3
61.89,Morningside NB,0.1215,obs_avg,2025,2025 obs_avg,All Vehicles,AM3
109.64,Morningside NB,0.20500000000000002,obs_avg,2025,2025 obs_avg,All Vehicles,AM3
168.35,Morningside NB,0.3621666666666667,obs_avg,2025,2025 obs_avg,All Vehicles,AM3
186.08,Morningside NB,0.4003333333333333,obs_avg,2025,2025 obs_avg,All Vehicles,AM3
204.13,Morningside NB,0.43833333333333335,obs_avg,2025,2025 obs_avg,All Vehicles,AM3
224.56,Morningside NB,0.48166666666666663,obs_avg,2025,2025 obs_avg,All Vehicles,AM3
238.55,Morningside NB,0.5066666666666666,obs_avg,2025,2025 obs_avg,All Vehicles,AM3
254.44,Morningside NB,0.5353333333333333,obs_avg,2025,2025 obs_avg,All Vehicles,AM3
276.54,Morningside NB,0.5786666666666667,obs_avg,2025,2025 obs_avg,All Vehicles,AM3
284.16,Morningside NB,0.5921666666666667,obs_avg,2025,2025 obs_avg,All Vehicles,AM3
345.92,Morningside NB,0.7038333333333333,obs_avg,2025,2025 obs_avg,All Vehicles,AM3
408.23,Morningside NB,0.8426666666666667,obs_avg,2025,2025 obs_avg,All Vehicles,AM3
436.97,Morningside NB,0.9450000000000001,obs_avg,2025,2025 obs_avg,All Vehicles,AM3
493.04,Morningside NB,1.125,obs_avg,2025,2025 obs_avg,All Vehicles,AM3
504.62,Morningside NB,1.2169999999999999,obs_avg,2025,2025 obs_avg,All Vehicles,AM3
516.19,Morningside NB,1.328,obs_avg,2025,2025 obs_avg,All Vehicles,AM3
539.32,Morningside NB,1.5799999999999998,obs_avg,2025,2025 obs_avg,All Vehicles,AM3
559.83,Morningside NB,1.6666666666666667,obs_avg,2025,2025 obs_avg,All Vehicles,AM3
564.47,Morningside NB,1.6851666666666667,obs_avg,2025,2025 obs_avg,All Vehicles,AM3
